id,from_asset,to_asset,milestone_year,rep_period,capacity_coefficient,conversion_coefficient,time_block_start,time_block_end,solution
316,CH_Pump_Hydro_Closed,CH_E_Demand,2050,1,1.0,1.0,13,16,0.0
317,CH_Pump_Hydro_Closed,CH_E_Demand,2050,1,1.0,1.0,17,20,1.9329274137325183
318,CH_Pump_Hydro_Closed,CH_E_Demand,2050,1,1.0,1.0,21,24,2.17
319,CH_Pump_Hydro_Open,CH_E_Demand,2050,1,1.0,1.0,1,4,10.732
320,CH_Pump_Hydro_Open,CH_E_Demand,2050,1,1.0,1.0,5,8,10.732
321,CH_Pump_Hydro_Open,CH_E_Demand,2050,1,1.0,1.0,9,12,0.0
322,CH_Pump_Hydro_Open,CH_E_Demand,2050,1,1.0,1.0,13,16,0.0
323,CH_Pump_Hydro_Open,CH_E_Demand,2050,1,1.0,1.0,17,20,10.732
324,CH_Pump_Hydro_Open,CH_E_Demand,2050,1,1.0,1.0,21,24,10.732
325,CH_Solar,CH_E_Demand,2050,1,1.0,1.0,1,4,0.0
326,CH_Solar,CH_E_Demand,2050,1,1.0,1.0,5,8,0.3811559465273961
327,CH_Solar,CH_E_Demand,2050,1,1.0,1.0,9,12,5.2912323168797
328,CH_Solar,CH_E_Demand,2050,1,1.0,1.0,13,16,6.920225400788525
329,CH_Solar,CH_E_Demand,2050,1,1.0,1.0,17,20,2.1733418531622646
330,CH_Solar,CH_E_Demand,2050,1,1.0,1.0,21,24,0.0007921906837735849
331,CH_Wind_Onshore,CH_E_Demand,2050,1,1.0,1.0,1,4,0.4957705263897382
332,CH_Wind_Onshore,CH_E_Demand,2050,1,1.0,1.0,5,8,0.42016845200767217
333,CH_Wind_Onshore,CH_E_Demand,2050,1,1.0,1.0,9,12,0.3363732015728561
334,CH_Wind_Onshore,CH_E_Demand,2050,1,1.0,1.0,13,16,0.43645492885459664
335,CH_Wind_Onshore,CH_E_Demand,2050,1,1.0,1.0,17,20,0.5494742517723537
336,CH_Wind_Onshore,CH_E_Demand,2050,1,1.0,1.0,21,24,0.5496450850179126
337,CH_electrolyzer,CH_H_Demand,2050,1,1.0,1.0,1,4,3.820526568
338,CH_electrolyzer,CH_H_Demand,2050,1,1.0,1.0,5,8,3.820526568
339,CH_electrolyzer,CH_H_Demand,2050,1,1.0,1.0,9,12,3.820526568
340,CH_electrolyzer,CH_H_Demand,2050,1,1.0,1.0,13,16,3.820526568
341,CH_electrolyzer,CH_H_Demand,2050,1,1.0,1.0,17,20,3.820526568
342,CH_electrolyzer,CH_H_Demand,2050,1,1.0,1.0,21,24,3.820526568
343,CY_Battery,CY_E_Demand,2050,1,1.0,1.0,1,4,0.0
344,CY_Battery,CY_E_Demand,2050,1,1.0,1.0,5,8,0.0
345,CY_Battery,CY_E_Demand,2050,1,1.0,1.0,9,12,0.04995223668800641
346,CY_Battery,CY_E_Demand,2050,1,1.0,1.0,13,16,0.0
347,CY_Battery,CY_E_Demand,2050,1,1.0,1.0,17,20,0.0
348,CY_Battery,CY_E_Demand,2050,1,1.0,1.0,21,24,0.0
349,CY_E_Demand,GR_E_Demand,2050,1,1.0,1.0,1,4,-0.9594262333557584
350,CY_E_Demand,GR_E_Demand,2050,1,1.0,1.0,5,8,-1.0
351,CY_E_Demand,GR_E_Demand,2050,1,1.0,1.0,9,12,-1.0
352,CY_E_Demand,GR_E_Demand,2050,1,1.0,1.0,13,16,-1.0
353,CY_E_Demand,GR_E_Demand,2050,1,1.0,1.0,17,20,-1.0
354,CY_E_Demand,GR_E_Demand,2050,1,1.0,1.0,21,24,-0.813279388605073
355,CY_E_ENS,CY_E_Demand,2050,1,1.0,1.0,1,4,0.0
356,CY_E_ENS,CY_E_Demand,2050,1,1.0,1.0,5,8,0.0
357,CY_E_ENS,CY_E_Demand,2050,1,1.0,1.0,9,12,0.0
358,CY_E_ENS,CY_E_Demand,2050,1,1.0,1.0,13,16,0.0
359,CY_E_ENS,CY_E_Demand,2050,1,1.0,1.0,17,20,0.0
360,CY_E_ENS,CY_E_Demand,2050,1,1.0,1.0,21,24,0.0
361,CY_Gas,CY_E_Demand,2050,1,1.0,1.0,1,4,0.0
362,CY_Gas,CY_E_Demand,2050,1,1.0,1.0,5,8,0.0
363,CY_Gas,CY_E_Demand,2050,1,1.0,1.0,9,12,0.0
364,CY_Gas,CY_E_Demand,2050,1,1.0,1.0,13,16,0.0
365,CY_Gas,CY_E_Demand,2050,1,1.0,1.0,17,20,0.0
366,CY_Gas,CY_E_Demand,2050,1,1.0,1.0,21,24,0.0
367,CY_Solar,CY_E_Demand,2050,1,1.0,1.0,1,4,0.0
368,CY_Solar,CY_E_Demand,2050,1,1.0,1.0,5,8,0.0
369,CY_Solar,CY_E_Demand,2050,1,1.0,1.0,9,12,0.0451948639465668
370,CY_Solar,CY_E_Demand,2050,1,1.0,1.0,13,16,0.15919095402472325
371,CY_Solar,CY_E_Demand,2050,1,1.0,1.0,17,20,0.07036936142376117
372,CY_Solar,CY_E_Demand,2050,1,1.0,1.0,21,24,0.0
373,CY_Wind_Onshore,CY_E_Demand,2050,1,1.0,1.0,1,4,0.0
374,CY_Wind_Onshore,CY_E_Demand,2050,1,1.0,1.0,5,8,0.0
375,CY_Wind_Onshore,CY_E_Demand,2050,1,1.0,1.0,9,12,0.06402592131509433
376,CY_Wind_Onshore,CY_E_Demand,2050,1,1.0,1.0,13,16,0.09794811438867926
377,CY_Wind_Onshore,CY_E_Demand,2050,1,1.0,1.0,17,20,0.08892644009528304
378,CY_Wind_Onshore,CY_E_Demand,2050,1,1.0,1.0,21,24,0.09585595123773585
379,CY_electrolyzer,CY_H_Demand,2050,1,1.0,1.0,1,4,0.285388128
380,CY_electrolyzer,CY_H_Demand,2050,1,1.0,1.0,5,8,0.285388128
381,CY_electrolyzer,CY_H_Demand,2050,1,1.0,1.0,9,12,0.285388128
382,CY_electrolyzer,CY_H_Demand,2050,1,1.0,1.0,13,16,0.285388128
383,CY_electrolyzer,CY_H_Demand,2050,1,1.0,1.0,17,20,0.285388128
384,CY_electrolyzer,CY_H_Demand,2050,1,1.0,1.0,21,24,0.285388128
385,CZ_Battery,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.0
386,CZ_Battery,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.0
387,CZ_Battery,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
388,CZ_Battery,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
389,CZ_Battery,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.6136309031821026
390,CZ_Battery,CZ_E_Demand,2050,1,1.0,1.0,21,24,2.0938690968178975
391,CZ_Coal,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.0
392,CZ_Coal,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.0
393,CZ_Coal,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
394,CZ_Coal,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
395,CZ_Coal,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.0
396,CZ_Coal,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.0
397,CZ_E_Demand,DE_E_Demand,2050,1,1.0,1.0,1,4,-5.6
398,CZ_E_Demand,DE_E_Demand,2050,1,1.0,1.0,5,8,-5.6
399,CZ_E_Demand,DE_E_Demand,2050,1,1.0,1.0,9,12,-5.6
400,CZ_E_Demand,DE_E_Demand,2050,1,1.0,1.0,13,16,-5.6
401,CZ_E_Demand,DE_E_Demand,2050,1,1.0,1.0,17,20,-5.6
402,CZ_E_Demand,DE_E_Demand,2050,1,1.0,1.0,21,24,-5.492022780400921
403,CZ_E_ENS,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.0
404,CZ_E_ENS,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.0
405,CZ_E_ENS,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
406,CZ_E_ENS,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
407,CZ_E_ENS,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.0
408,CZ_E_ENS,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.0
409,CZ_Gas,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.0
410,CZ_Gas,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.0
411,CZ_Gas,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
412,CZ_Gas,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
413,CZ_Gas,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.0
414,CZ_Gas,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.0
415,CZ_Hydro,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.2425257628673018
416,CZ_Hydro,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.2425257628673018
417,CZ_Hydro,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.2425257628673018
418,CZ_Hydro,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.2425257628673018
419,CZ_Hydro,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.2425257628673018
420,CZ_Hydro,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.2425257628673018
421,CZ_Hydro_Reservoir,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.12390505737142643
422,CZ_Hydro_Reservoir,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.47450131957069785
423,CZ_Hydro_Reservoir,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
424,CZ_Hydro_Reservoir,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
425,CZ_Hydro_Reservoir,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.0
426,CZ_Hydro_Reservoir,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.0
427,CZ_Nuclear,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.0
428,CZ_Nuclear,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.0
429,CZ_Nuclear,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
430,CZ_Nuclear,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
431,CZ_Nuclear,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.0
432,CZ_Nuclear,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.0
433,CZ_Pump_Hydro_Closed,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.688
434,CZ_Pump_Hydro_Closed,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.6700461830007137
435,CZ_Pump_Hydro_Closed,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
436,CZ_Pump_Hydro_Closed,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
437,CZ_Pump_Hydro_Closed,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.0
438,CZ_Pump_Hydro_Closed,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.688
439,CZ_Pump_Hydro_Open,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.47
440,CZ_Pump_Hydro_Open,CZ_E_Demand,2050,1,1.0,1.0,5,8,0.0
441,CZ_Pump_Hydro_Open,CZ_E_Demand,2050,1,1.0,1.0,9,12,0.0
442,CZ_Pump_Hydro_Open,CZ_E_Demand,2050,1,1.0,1.0,13,16,0.0
443,CZ_Pump_Hydro_Open,CZ_E_Demand,2050,1,1.0,1.0,17,20,0.2988898533936417
444,CZ_Pump_Hydro_Open,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.47
445,CZ_Solar,CZ_E_Demand,2050,1,1.0,1.0,1,4,0.0
446,CZ_Solar,CZ_E_Demand,2050,1,1.0,1.0,5,8,1.2566602170264263
447,CZ_Solar,CZ_E_Demand,2050,1,1.0,1.0,9,12,9.6467753276123
448,CZ_Solar,CZ_E_Demand,2050,1,1.0,1.0,13,16,10.237005206610636
449,CZ_Solar,CZ_E_Demand,2050,1,1.0,1.0,17,20,2.5466120818961673
450,CZ_Solar,CZ_E_Demand,2050,1,1.0,1.0,21,24,0.0
451,CZ_Wind_Onshore,CZ_E_Demand,2050,1,1.0,1.0,1,4,1.776765708795297
452,CZ_Wind_Onshore,CZ_E_Demand,2050,1,1.0,1.0,5,8,1.642981426302274
453,CZ_Wind_Onshore,CZ_E_Demand,2050,1,1.0,1.0,9,12,1.346685211503566
454,CZ_Wind_Onshore,CZ_E_Demand,2050,1,1.0,1.0,13,16,1.3591292192976605
455,CZ_Wind_Onshore,CZ_E_Demand,2050,1,1.0,1.0,17,20,1.5013958611753158
456,CZ_Wind_Onshore,CZ_E_Demand,2050,1,1.0,1.0,21,24,1.6974685153693065
457,CZ_electrolyzer,CZ_H_Demand,2050,1,1.0,1.0,1,4,4.703196347
458,CZ_electrolyzer,CZ_H_Demand,2050,1,1.0,1.0,5,8,4.703196347
459,CZ_electrolyzer,CZ_H_Demand,2050,1,1.0,1.0,9,12,4.703196347
460,CZ_electrolyzer,CZ_H_Demand,2050,1,1.0,1.0,13,16,4.703196347
461,CZ_electrolyzer,CZ_H_Demand,2050,1,1.0,1.0,17,20,4.703196347
462,CZ_electrolyzer,CZ_H_Demand,2050,1,1.0,1.0,21,24,4.703196347
463,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,1,1,0.0
464,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,2,2,0.0
465,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,3,3,0.0
466,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,4,4,0.0
467,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,5,5,0.0
468,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,6,6,0.0
469,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,7,7,0.0
470,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,8,8,0.0
471,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
472,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
473,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,11,11,0.0
474,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,12,12,0.0
475,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,13,13,0.0
476,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,14,14,0.0
477,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,15,15,0.0
478,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,16,16,0.0
479,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,17,17,0.0
480,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,18,18,0.0
481,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,19,19,0.0
482,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,20,20,14.24496179579273
483,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,21,21,9.68244304291785
484,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,22,22,0.0
485,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,23,23,0.0
486,DE_Battery,DE_E_Demand,2050,1,1.0,1.0,24,24,0.0
487,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,1,1,0.0
488,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,2,2,0.0
489,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,3,3,0.0
490,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,4,4,0.0
491,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,5,5,0.0
492,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,6,6,0.0
493,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,7,7,0.0
494,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,8,8,0.0
495,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
496,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
497,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,11,11,0.0
498,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,12,12,0.0
499,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,13,13,0.0
500,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,14,14,0.0
501,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,15,15,0.0
502,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,16,16,0.0
503,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,17,17,0.0
504,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,18,18,0.0
505,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,19,19,0.0
506,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,20,20,0.0
507,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,21,21,0.0
508,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,22,22,0.0
509,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,23,23,0.0
510,DE_Coal,DE_E_Demand,2050,1,1.0,1.0,24,24,0.0
511,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,1,1,-5.770575547665602
512,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,2,2,-8.0
513,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,3,3,-6.077355101723721
514,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,4,4,-8.0
515,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,5,5,-7.733304447594477
516,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,6,6,-1.3609659312825566
517,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,7,7,0.15443185964962147
518,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,8,8,8.0
519,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,9,9,-8.0
520,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,10,10,-8.0
521,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,11,11,8.0
522,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,12,12,8.0
523,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,13,13,8.0
524,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,14,14,8.0
525,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,15,15,8.0
526,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,16,16,-8.0
527,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,17,17,8.0
528,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,18,18,8.0
529,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,19,19,2.607628572128738
530,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,20,20,0.3054277109457604
531,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,21,21,8.0
532,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,22,22,3.7485713735798996
533,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,23,23,-0.17959917248706514
534,DE_E_Demand,NL_E_Demand,2050,1,1.0,1.0,24,24,-2.3047662303303325
535,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,1,1,0.0
536,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,2,2,0.0
537,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,3,3,0.0
538,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,4,4,0.0
539,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,5,5,0.0
540,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,6,6,0.0
541,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,7,7,0.0
542,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,8,8,0.0
543,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
544,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
545,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,11,11,0.0
546,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,12,12,0.0
547,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,13,13,0.0
548,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,14,14,0.0
549,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,15,15,0.0
550,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,16,16,0.0
551,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,17,17,0.0
552,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,18,18,0.0
553,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,19,19,0.0
554,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,20,20,0.0
555,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,21,21,0.0
556,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,22,22,0.0
557,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,23,23,0.0
558,DE_E_ENS,DE_E_Demand,2050,1,1.0,1.0,24,24,0.0
559,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,1,1,0.0
560,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,2,2,0.0
561,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,3,3,0.0
562,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,4,4,0.0
563,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,5,5,0.0
564,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,6,6,0.0
565,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,7,7,0.0
566,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,8,8,0.0
567,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
568,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
569,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,11,11,0.0
570,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,12,12,0.0
571,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,13,13,0.0
572,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,14,14,0.0
573,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,15,15,0.0
574,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,16,16,0.0
575,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,17,17,0.0
576,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,18,18,0.0
577,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,19,19,0.0
578,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,20,20,0.0
579,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,21,21,0.0
580,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,22,22,0.0
581,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,23,23,0.0
582,DE_Gas,DE_E_Demand,2050,1,1.0,1.0,24,24,0.0
583,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,1,1,2.434981770140698
584,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,2,2,2.434981770140698
585,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,3,3,2.434981770140698
586,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,4,4,2.434981770140698
587,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,5,5,2.434981770140698
588,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,6,6,2.434981770140698
589,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,7,7,2.434981770140698
590,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,8,8,0.2613225143402076
591,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
592,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
593,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,11,11,0.0
594,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,12,12,0.0
595,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,13,13,0.0
596,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,14,14,0.0
597,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,15,15,0.0
598,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,16,16,0.0
599,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,17,17,0.0
600,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,18,18,2.434981770140698
601,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,19,19,2.434981770140698
602,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,20,20,2.434981770140698
603,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,21,21,2.434981770140698
604,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,22,22,2.434981770140698
605,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,23,23,2.434981770140698
606,DE_Hydro,DE_E_Demand,2050,1,1.0,1.0,24,24,2.434981770140698
607,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,1,1,0.0
608,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,2,2,0.0
609,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,3,3,0.0
610,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,4,4,0.0
611,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,5,5,0.0
612,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,6,6,0.0
613,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,7,7,0.0
614,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,8,8,0.0
615,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
616,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
617,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,11,11,0.0
618,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,12,12,0.0
619,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,13,13,0.0
620,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,14,14,0.0
621,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,15,15,0.0
622,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,16,16,0.0
623,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,17,17,0.0
624,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,18,18,0.0
625,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,19,19,0.0
626,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,20,20,0.0
627,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,21,21,0.0
628,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,22,22,0.0
629,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,23,23,0.0
630,DE_Hydro_Reservoir,DE_E_Demand,2050,1,1.0,1.0,24,24,0.0
631,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,1,1,0.0
632,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,2,2,0.0
633,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,3,3,0.0
634,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,4,4,0.0
635,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,5,5,0.0
636,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,6,6,0.0
637,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,7,7,0.0
638,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,8,8,0.0
639,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,9,9,0.0
640,DE_OCGT,DE_E_Demand,2050,1,1.0,1.0,10,10,0.0
